student_key,id_student,code_module,code_presentation,gender,region,imd_band_imputed,age_band,disability,gender_encoded,age_band_encoded,disability_encoded,education_encoded,imd_band_encoded,num_of_prev_attempts,studied_credits,n_assessments_submitted,avg_score,min_score,max_score,avg_days_early,std_score,submission_rate,at_risk
AAA_2014J_235068,235068,AAA,2014J,F,East Midlands Region,30-40%,35-55,N,0,1,0,1,3,0,60,2.0,57.5,57.0,58.0,1.0,0.7071067811865476,1.0,0
AAA_2014J_235507,235507,AAA,2014J,M,Yorkshire Region,90-100%,0-35,N,1,0,0,2,9,1,180,2.0,46.0,30.0,62.0,-3.0,22.627416997969522,1.0,0
AAA_2014J_236875,236875,AAA,2014J,M,West Midlands Region,40-50%,0-35,N,1,0,0,2,4,0,60,2.0,43.5,42.0,45.0,-8.5,2.1213203435596424,1.0,0
AAA_2014J_237274,237274,AAA,2014J,M,Yorkshire Region,10-20,0-35,N,1,0,0,2,1,0,60,2.0,70.5,70.0,71.0,1.5,0.7071067811865476,1.0,0
AAA_2014J_243510,243510,AAA,2014J,F,South West Region,60-70%,0-35,N,0,0,0,1,6,0,60,2.0,41.5,37.0,46.0,0.5,6.363961030678928,1.0,1
AAA_2014J_244246,244246,AAA,2014J,F,South East Region,60-70%,0-35,N,0,0,0,2,6,0,60,2.0,58.5,52.0,65.0,1.5,9.192388155425117,1.0,0
AAA_2014J_248581,248581,AAA,2014J,F,West Midlands Region,40-50%,0-35,N,0,0,0,2,4,0,60,2.0,85.0,80.0,90.0,0.5,7.0710678118654755,1.0,0
AAA_2014J_252073,252073,AAA,2014J,F,Yorkshire Region,30-40%,35-55,N,0,1,0,2,3,0,120,2.0,52.5,50.0,55.0,0.0,3.5355339059327378,1.0,0
AAA_2014J_254625,254625,AAA,2014J,M,Wales,20-30%,35-55,N,1,1,0,2,2,0,60,2.0,84.5,83.0,86.0,-2.5,2.1213203435596424,1.0,0
AAA_2014J_258587,258587,AAA,2014J,M,South West Region,10-20,35-55,N,1,1,0,2,1,0,60,2.0,80.5,74.0,87.0,1.5,9.192388155425117,1.0,0
AAA_2014J_260355,260355,AAA,2014J,F,London Region,80-90%,35-55,N,0,1,0,2,8,1,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AAA_2014J_260623,260623,AAA,2014J,M,South East Region,40-50%,0-35,N,1,0,0,1,4,0,60,2.0,70.5,69.0,72.0,0.0,2.1213203435596424,1.0,0
AAA_2014J_263251,263251,AAA,2014J,M,East Anglian Region,40-50%,35-55,N,1,1,0,2,4,0,60,2.0,76.5,68.0,85.0,0.5,12.020815280171307,1.0,0
AAA_2014J_263543,263543,AAA,2014J,M,East Anglian Region,90-100%,35-55,N,1,1,0,1,9,0,60,2.0,84.0,81.0,87.0,1.5,4.242640687119285,1.0,0
AAA_2014J_263952,263952,AAA,2014J,M,North Region,10-20,35-55,N,1,1,0,1,1,0,60,2.0,86.0,82.0,90.0,-1.5,5.656854249492381,1.0,0
AAA_2014J_266524,266524,AAA,2014J,F,South Region,30-40%,0-35,N,0,0,0,2,3,0,240,2.0,48.0,46.0,50.0,-7.5,2.8284271247461903,1.0,0
AAA_2014J_268733,268733,AAA,2014J,M,East Anglian Region,30-40%,0-35,N,1,0,0,2,3,1,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AAA_2014J_273346,273346,AAA,2014J,M,East Midlands Region,70-80%,35-55,N,1,1,0,1,7,0,60,2.0,79.5,78.0,81.0,1.0,2.1213203435596424,1.0,0
AAA_2014J_274947,274947,AAA,2014J,M,East Anglian Region,40-50%,0-35,N,1,0,0,1,4,0,120,2.0,64.0,46.0,82.0,-5.0,25.45584412271571,1.0,1
AAA_2014J_275674,275674,AAA,2014J,F,London Region,20-30%,0-35,N,0,0,0,2,2,0,60,2.0,45.0,40.0,50.0,0.5,7.0710678118654755,1.0,1
AAA_2014J_275792,275792,AAA,2014J,F,East Anglian Region,50-60%,0-35,N,0,0,0,3,5,0,60,2.0,71.5,69.0,74.0,1.5,3.5355339059327378,1.0,0
AAA_2014J_277123,277123,AAA,2014J,F,East Midlands Region,70-80%,35-55,N,0,1,0,2,7,0,60,2.0,52.5,47.0,58.0,0.5,7.7781745930520225,1.0,1
AAA_2014J_277880,277880,AAA,2014J,F,South East Region,60-70%,0-35,N,0,0,0,2,6,1,120,2.0,67.5,65.0,70.0,37.5,3.5355339059327378,1.0,1
AAA_2014J_281077,281077,AAA,2014J,F,East Anglian Region,50-60%,0-35,N,0,0,0,3,5,0,60,2.0,73.0,72.0,74.0,-6.0,1.4142135623730951,1.0,0
AAA_2014J_281636,281636,AAA,2014J,F,West Midlands Region,20-30%,0-35,N,0,0,0,2,2,0,60,2.0,80.5,74.0,87.0,1.0,9.192388155425117,1.0,0
AAA_2014J_285315,285315,AAA,2014J,M,East Anglian Region,70-80%,0-35,N,1,0,0,3,7,0,60,2.0,86.5,86.0,87.0,0.0,0.7071067811865476,1.0,0
AAA_2014J_287040,287040,AAA,2014J,F,East Anglian Region,40-50%,35-55,N,0,1,0,2,4,0,90,2.0,73.0,70.0,76.0,2.0,4.242640687119285,1.0,0
AAA_2014J_287204,287204,AAA,2014J,M,Scotland,0-10%,0-35,N,1,0,0,2,0,0,60,2.0,68.5,65.0,72.0,0.0,4.949747468305833,1.0,0
AAA_2014J_287210,287210,AAA,2014J,M,Scotland,70-80%,35-55,N,1,1,0,2,7,0,60,2.0,75.5,73.0,78.0,10.5,3.5355339059327378,1.0,0
AAA_2014J_288994,288994,AAA,2014J,M,Scotland,30-40%,0-35,N,1,0,0,2,3,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AAA_2014J_289449,289449,AAA,2014J,M,East Midlands Region,90-100%,35-55,N,1,1,0,3,9,0,60,2.0,78.0,78.0,78.0,1.5,0.0,1.0,0
AAA_2014J_290164,290164,AAA,2014J,F,Scotland,30-40%,35-55,N,0,1,0,3,3,0,60,2.0,70.5,67.0,74.0,-4.0,4.949747468305833,1.0,0
AAA_2014J_292525,292525,AAA,2014J,M,South Region,70-80%,0-35,N,1,0,0,2,7,0,60,2.0,84.0,84.0,84.0,0.0,0.0,1.0,0
AAA_2014J_292775,292775,AAA,2014J,M,South East Region,40-50%,0-35,N,1,0,0,2,4,0,60,2.0,81.5,75.0,88.0,-5.0,9.192388155425117,1.0,0
AAA_2014J_293824,293824,AAA,2014J,F,South West Region,50-60%,35-55,N,0,1,0,2,5,0,60,2.0,58.5,44.0,73.0,1.0,20.506096654409877,1.0,0
AAA_2014J_294496,294496,AAA,2014J,M,North Western Region,10-20,35-55,Y,1,1,1,2,1,0,60,2.0,82.0,79.0,85.0,-17.0,4.242640687119285,1.0,0
AAA_2014J_294655,294655,AAA,2014J,M,Wales,70-80%,35-55,N,1,1,0,2,7,0,60,2.0,78.0,75.0,81.0,-19.0,4.242640687119285,1.0,1
AAA_2014J_295060,295060,AAA,2014J,M,East Anglian Region,70-80%,0-35,N,1,0,0,2,7,0,60,2.0,64.0,62.0,66.0,-3.5,2.8284271247461903,1.0,1
AAA_2014J_295075,295075,AAA,2014J,M,South Region,70-80%,55<=,N,1,2,0,3,7,0,60,2.0,61.0,55.0,67.0,-7.5,8.48528137423857,1.0,0
AAA_2014J_296424,296424,AAA,2014J,M,Scotland,30-40%,35-55,N,1,1,0,2,3,0,60,2.0,65.5,65.0,66.0,1.0,0.7071067811865476,1.0,0
AAA_2014J_298034,298034,AAA,2014J,M,Scotland,70-80%,35-55,N,1,1,0,2,7,0,120,2.0,75.0,68.0,82.0,0.5,9.899494936611665,1.0,1
AAA_2014J_298838,298838,AAA,2014J,F,Yorkshire Region,70-80%,0-35,N,0,0,0,2,7,0,60,2.0,75.5,68.0,83.0,0.5,10.606601717798213,1.0,0
AAA_2014J_301967,301967,AAA,2014J,M,South West Region,20-30%,0-35,N,1,0,0,2,2,0,60,2.0,53.5,51.0,56.0,1.0,3.5355339059327378,1.0,0
AAA_2014J_302476,302476,AAA,2014J,M,South East Region,70-80%,0-35,N,1,0,0,2,7,0,60,2.0,85.0,82.0,88.0,5.0,4.242640687119285,1.0,0
AAA_2014J_303521,303521,AAA,2014J,F,Ireland,20-30%,35-55,N,0,1,0,2,2,0,60,2.0,80.5,78.0,83.0,-0.5,3.5355339059327378,1.0,0
AAA_2014J_303985,303985,AAA,2014J,F,Scotland,70-80%,0-35,N,0,0,0,3,7,1,60,2.0,67.5,67.0,68.0,0.0,0.7071067811865476,1.0,0
AAA_2014J_304465,304465,AAA,2014J,F,West Midlands Region,50-60%,0-35,N,0,0,0,2,5,0,60,2.0,74.0,72.0,76.0,1.0,2.8284271247461903,1.0,0
AAA_2014J_306646,306646,AAA,2014J,M,South Region,80-90%,0-35,N,1,0,0,2,8,0,60,2.0,55.5,55.0,56.0,-3.0,0.7071067811865476,1.0,0
AAA_2014J_309142,309142,AAA,2014J,F,South Region,90-100%,35-55,N,0,1,0,2,9,0,60,2.0,67.5,67.0,68.0,-2.0,0.7071067811865476,1.0,0
AAA_2014J_310412,310412,AAA,2014J,F,London Region,40-50%,35-55,N,0,1,0,2,4,0,60,2.0,69.0,66.0,72.0,0.0,4.242640687119285,1.0,0
AAA_2014J_311235,311235,AAA,2014J,M,South West Region,50-60%,35-55,N,1,1,0,2,5,0,60,2.0,73.5,73.0,74.0,0.0,0.7071067811865476,1.0,0
AAA_2014J_311659,311659,AAA,2014J,M,East Anglian Region,70-80%,0-35,N,1,0,0,2,7,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AAA_2014J_313937,313937,AAA,2014J,M,Scotland,80-90%,35-55,N,1,1,0,3,8,0,60,2.0,78.0,75.0,81.0,0.0,4.242640687119285,1.0,0
AAA_2014J_315076,315076,AAA,2014J,M,Yorkshire Region,0-10%,0-35,N,1,0,0,2,0,0,60,2.0,68.0,55.0,81.0,-6.5,18.384776310850235,1.0,0
AAA_2014J_315744,315744,AAA,2014J,M,Scotland,90-100%,35-55,N,1,1,0,2,9,0,60,2.0,78.5,76.0,81.0,-1.0,3.5355339059327378,1.0,0
AAA_2014J_323370,323370,AAA,2014J,F,West Midlands Region,30-40%,0-35,N,0,0,0,2,3,0,120,2.0,84.0,80.0,88.0,0.0,5.656854249492381,1.0,0
AAA_2014J_323805,323805,AAA,2014J,F,West Midlands Region,20-30%,0-35,N,0,0,0,2,2,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AAA_2014J_328024,328024,AAA,2014J,M,Yorkshire Region,10-20,35-55,N,1,1,0,2,1,0,60,2.0,69.0,56.0,82.0,-1.5,18.384776310850235,1.0,0
AAA_2014J_328734,328734,AAA,2014J,F,East Anglian Region,80-90%,0-35,N,0,0,0,2,8,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AAA_2014J_329659,329659,AAA,2014J,F,East Anglian Region,30-40%,0-35,Y,0,0,1,2,3,0,60,2.0,58.0,58.0,58.0,14.5,0.0,1.0,1
AAA_2014J_330594,330594,AAA,2014J,M,South West Region,50-60%,0-35,N,1,0,0,1,5,0,60,2.0,63.5,62.0,65.0,-3.0,2.1213203435596424,1.0,0
AAA_2014J_331358,331358,AAA,2014J,F,South Region,90-100%,35-55,N,0,1,0,3,9,1,60,2.0,84.0,84.0,84.0,2.5,0.0,1.0,0
AAA_2014J_332884,332884,AAA,2014J,M,Wales,60-70%,0-35,N,1,0,0,2,6,0,60,2.0,80.5,79.0,82.0,0.0,2.1213203435596424,1.0,0
AAA_2014J_334441,334441,AAA,2014J,M,London Region,60-70%,0-35,N,1,0,0,3,6,0,60,2.0,35.5,30.0,41.0,1.0,7.7781745930520225,1.0,1
AAA_2014J_335247,335247,AAA,2014J,M,South West Region,80-90%,0-35,N,1,0,0,2,8,0,60,2.0,58.0,54.0,62.0,-1.0,5.656854249492381,1.0,0
AAA_2014J_335764,335764,AAA,2014J,F,South East Region,20-30%,0-35,N,0,0,0,2,2,1,60,2.0,86.5,86.0,87.0,37.5,0.7071067811865476,1.0,0
AAA_2014J_337748,337748,AAA,2014J,F,Yorkshire Region,30-40%,0-35,N,0,0,0,2,3,0,120,1.0,44.0,44.0,44.0,1.0,0.0,0.5,1
AAA_2014J_338407,338407,AAA,2014J,M,East Midlands Region,60-70%,35-55,N,1,1,0,2,6,0,60,2.0,77.5,68.0,87.0,-0.5,13.435028842544403,1.0,0
AAA_2014J_341876,341876,AAA,2014J,M,East Anglian Region,10-20,0-35,N,1,0,0,3,1,0,120,2.0,68.5,68.0,69.0,0.0,0.7071067811865476,1.0,1
AAA_2014J_342007,342007,AAA,2014J,F,West Midlands Region,70-80%,0-35,N,0,0,0,3,7,1,60,2.0,85.0,75.0,95.0,8.0,14.142135623730951,1.0,0
AAA_2014J_345440,345440,AAA,2014J,M,South Region,90-100%,0-35,N,1,0,0,3,9,0,60,2.0,75.0,72.0,78.0,0.5,4.242640687119285,1.0,0
AAA_2014J_345519,345519,AAA,2014J,F,North Region,10-20,0-35,N,0,0,0,2,1,0,60,2.0,76.5,68.0,85.0,3.0,12.020815280171307,1.0,0
AAA_2014J_346118,346118,AAA,2014J,F,East Anglian Region,20-30%,35-55,N,0,1,0,2,2,0,120,2.0,73.5,73.0,74.0,0.0,0.7071067811865476,1.0,0
AAA_2014J_348275,348275,AAA,2014J,M,Scotland,40-50%,35-55,N,1,1,0,3,4,0,120,2.0,61.5,40.0,83.0,-10.5,30.405591591021544,1.0,1
AAA_2014J_348807,348807,AAA,2014J,M,East Midlands Region,80-90%,35-55,N,1,1,0,2,8,0,60,2.0,78.0,77.0,79.0,-10.0,1.4142135623730951,1.0,0
AAA_2014J_350156,350156,AAA,2014J,M,South West Region,30-40%,0-35,N,1,0,0,2,3,0,120,2.0,51.0,49.0,53.0,0.0,2.8284271247461903,1.0,0
AAA_2014J_350939,350939,AAA,2014J,M,East Anglian Region,80-90%,0-35,N,1,0,0,1,8,0,60,2.0,68.5,60.0,77.0,1.0,12.020815280171307,1.0,0
AAA_2014J_351336,351336,AAA,2014J,F,East Midlands Region,10-20,0-35,N,0,0,0,2,1,0,60,2.0,61.5,60.0,63.0,2.0,2.1213203435596424,1.0,0
AAA_2014J_353665,353665,AAA,2014J,M,South Region,70-80%,35-55,N,1,1,0,2,7,0,60,2.0,66.0,57.0,75.0,0.5,12.727922061357855,1.0,0
AAA_2014J_354170,354170,AAA,2014J,F,Wales,0-10%,0-35,N,0,0,0,2,0,0,60,2.0,58.5,49.0,68.0,0.0,13.435028842544403,1.0,1
AAA_2014J_356170,356170,AAA,2014J,M,North Western Region,30-40%,0-35,N,1,0,0,3,3,0,60,2.0,70.0,64.0,76.0,-2.5,8.48528137423857,1.0,0
AAA_2014J_358182,358182,AAA,2014J,M,South Region,80-90%,0-35,N,1,0,0,1,8,0,120,2.0,76.0,72.0,80.0,1.5,5.656854249492381,1.0,0
AAA_2014J_364957,364957,AAA,2014J,F,East Anglian Region,70-80%,35-55,N,0,1,0,3,7,0,60,2.0,53.0,51.0,55.0,0.0,2.8284271247461903,1.0,0
AAA_2014J_369834,369834,AAA,2014J,M,West Midlands Region,60-70%,0-35,N,1,0,0,2,6,0,60,2.0,60.0,38.0,82.0,0.5,31.11269837220809,1.0,1
AAA_2014J_371710,371710,AAA,2014J,M,Scotland,10-20,0-35,N,1,0,0,3,1,0,60,2.0,85.5,85.0,86.0,0.0,0.7071067811865476,1.0,0
AAA_2014J_373872,373872,AAA,2014J,F,South Region,40-50%,0-35,N,0,0,0,2,4,0,60,2.0,69.0,68.0,70.0,-3.5,1.4142135623730951,1.0,0
AAA_2014J_375260,375260,AAA,2014J,M,Ireland,0-10%,0-35,N,1,0,0,3,0,0,60,2.0,74.5,73.0,76.0,-3.5,2.1213203435596424,1.0,0
AAA_2014J_375646,375646,AAA,2014J,M,London Region,40-50%,0-35,N,1,0,0,2,4,0,120,2.0,76.0,72.0,80.0,1.0,5.656854249492381,1.0,0
AAA_2014J_377546,377546,AAA,2014J,M,East Anglian Region,50-60%,0-35,Y,1,0,1,2,5,0,120,2.0,84.0,83.0,85.0,-2.5,1.4142135623730951,1.0,0
AAA_2014J_381642,381642,AAA,2014J,F,North Western Region,20-30%,0-35,N,0,0,0,2,2,0,60,2.0,76.0,74.0,78.0,-1.0,2.8284271247461903,1.0,1
AAA_2014J_382095,382095,AAA,2014J,M,South Region,50-60%,0-35,N,1,0,0,1,5,0,60,2.0,75.5,70.0,81.0,1.5,7.7781745930520225,1.0,0
AAA_2014J_383180,383180,AAA,2014J,F,South Region,70-80%,0-35,N,0,0,0,2,7,0,60,2.0,75.5,68.0,83.0,-8.5,10.606601717798213,1.0,1
AAA_2014J_383600,383600,AAA,2014J,M,Scotland,70-80%,0-35,N,1,0,0,2,7,0,60,2.0,69.5,61.0,78.0,1.5,12.020815280171307,1.0,0
AAA_2014J_383723,383723,AAA,2014J,M,East Anglian Region,90-100%,55<=,N,1,2,0,3,9,0,60,2.0,81.5,79.0,84.0,1.0,3.5355339059327378,1.0,0
AAA_2014J_384203,384203,AAA,2014J,M,Scotland,20-30%,0-35,N,1,0,0,3,2,0,120,2.0,71.5,67.0,76.0,1.0,6.363961030678928,1.0,0
AAA_2014J_384725,384725,AAA,2014J,F,East Anglian Region,90-100%,35-55,N,0,1,0,1,9,0,60,2.0,81.0,81.0,81.0,0.5,0.0,1.0,0
AAA_2014J_387533,387533,AAA,2014J,M,Scotland,50-60%,35-55,N,1,1,0,3,5,0,60,1.0,68.0,68.0,68.0,0.0,0.0,0.5,1
AAA_2014J_387954,387954,AAA,2014J,F,South Region,60-70%,35-55,N,0,1,0,2,6,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AAA_2014J_388147,388147,AAA,2014J,F,South West Region,10-20,35-55,N,0,1,0,2,1,0,300,2.0,40.0,39.0,41.0,-5.5,1.4142135623730951,1.0,1
AAA_2014J_390890,390890,AAA,2014J,M,Scotland,0-10%,0-35,N,1,0,0,2,0,1,90,2.0,77.5,75.0,80.0,37.5,3.5355339059327378,1.0,0
AAA_2014J_391249,391249,AAA,2014J,M,South Region,90-100%,35-55,N,1,1,0,3,9,0,60,2.0,85.0,85.0,85.0,-6.0,0.0,1.0,0
AAA_2014J_396599,396599,AAA,2014J,F,South Region,60-70%,0-35,Y,0,0,1,1,6,0,120,2.0,61.0,60.0,62.0,-1.0,1.4142135623730951,1.0,1
AAA_2014J_396655,396655,AAA,2014J,F,South Region,40-50%,0-35,Y,0,0,1,1,4,0,180,2.0,34.5,19.0,50.0,-19.5,21.920310216782973,1.0,1
AAA_2014J_398171,398171,AAA,2014J,F,South West Region,70-80%,0-35,N,0,0,0,2,7,0,120,2.0,71.0,69.0,73.0,0.5,2.8284271247461903,1.0,0
AAA_2014J_398349,398349,AAA,2014J,F,East Midlands Region,70-80%,0-35,N,0,0,0,3,7,0,60,2.0,82.5,80.0,85.0,-2.5,3.5355339059327378,1.0,0
AAA_2014J_400147,400147,AAA,2014J,M,South East Region,60-70%,35-55,N,1,1,0,1,6,0,60,2.0,53.0,49.0,57.0,1.0,5.656854249492381,1.0,0
AAA_2014J_400682,400682,AAA,2014J,F,London Region,20-30%,0-35,N,0,0,0,2,2,0,60,2.0,54.0,53.0,55.0,0.0,1.4142135623730951,1.0,0
AAA_2014J_401404,401404,AAA,2014J,M,West Midlands Region,90-100%,0-35,N,1,0,0,2,9,0,180,2.0,74.5,70.0,79.0,-3.5,6.363961030678928,1.0,0
AAA_2014J_402204,402204,AAA,2014J,M,West Midlands Region,0-10%,35-55,N,1,1,0,2,0,0,60,2.0,65.0,62.0,68.0,0.0,4.242640687119285,1.0,0
AAA_2014J_402727,402727,AAA,2014J,F,East Anglian Region,60-70%,0-35,Y,0,0,1,2,6,0,60,2.0,65.0,60.0,70.0,0.0,7.0710678118654755,1.0,0
AAA_2014J_402961,402961,AAA,2014J,F,North Western Region,80-90%,35-55,N,0,1,0,1,8,0,60,2.0,62.5,57.0,68.0,-0.5,7.7781745930520225,1.0,0
AAA_2014J_404356,404356,AAA,2014J,F,South East Region,90-100%,0-35,N,0,0,0,2,9,0,60,2.0,69.5,67.0,72.0,0.5,3.5355339059327378,1.0,0
AAA_2014J_406671,406671,AAA,2014J,M,South West Region,80-90%,35-55,N,1,1,0,2,8,0,60,2.0,82.5,79.0,86.0,0.0,4.949747468305833,1.0,0
AAA_2014J_406682,406682,AAA,2014J,M,South East Region,70-80%,55<=,N,1,2,0,3,7,0,60,2.0,80.5,77.0,84.0,6.5,4.949747468305833,1.0,0
AAA_2014J_409100,409100,AAA,2014J,M,South East Region,80-90%,35-55,N,1,1,0,3,8,0,60,2.0,70.0,68.0,72.0,1.5,2.8284271247461903,1.0,0
AAA_2014J_409703,409703,AAA,2014J,M,East Anglian Region,30-40%,0-35,N,1,0,0,2,3,0,120,2.0,63.5,62.0,65.0,2.0,2.1213203435596424,1.0,0
AAA_2014J_410092,410092,AAA,2014J,F,North Western Region,0-10%,35-55,N,0,1,0,2,0,0,60,2.0,65.5,63.0,68.0,-3.0,3.5355339059327378,1.0,0
AAA_2014J_411971,411971,AAA,2014J,M,Ireland,40-50%,0-35,N,1,0,0,2,4,0,60,2.0,79.0,78.0,80.0,0.0,1.4142135623730951,1.0,0
AAA_2014J_415969,415969,AAA,2014J,M,West Midlands Region,0-10%,35-55,N,1,1,0,3,0,1,60,2.0,59.5,52.0,67.0,37.5,10.606601717798213,1.0,1
AAA_2014J_418731,418731,AAA,2014J,M,Ireland,70-80%,0-35,N,1,0,0,2,7,0,90,2.0,53.0,45.0,61.0,-7.0,11.313708498984761,1.0,1
AAA_2014J_421455,421455,AAA,2014J,F,North Region,50-60%,0-35,N,0,0,0,2,5,0,60,2.0,82.5,75.0,90.0,-1.0,10.606601717798213,1.0,0
AAA_2014J_424577,424577,AAA,2014J,M,London Region,10-20,0-35,N,1,0,0,3,1,0,120,2.0,61.5,54.0,69.0,2.0,10.606601717798213,1.0,0
AAA_2014J_429858,429858,AAA,2014J,M,Ireland,0-10%,0-35,N,1,0,0,1,0,0,300,2.0,84.0,83.0,85.0,0.0,1.4142135623730951,1.0,0
AAA_2014J_431025,431025,AAA,2014J,M,East Anglian Region,90-100%,0-35,N,1,0,0,2,9,0,150,2.0,55.0,50.0,60.0,1.0,7.0710678118654755,1.0,1
AAA_2014J_439305,439305,AAA,2014J,M,South East Region,60-70%,35-55,N,1,1,0,2,6,0,60,2.0,79.0,68.0,90.0,-2.0,15.556349186104045,1.0,0
AAA_2014J_440319,440319,AAA,2014J,F,West Midlands Region,20-30%,0-35,N,0,0,0,2,2,0,60,2.0,76.5,70.0,83.0,-3.5,9.192388155425117,1.0,1
AAA_2014J_442064,442064,AAA,2014J,F,South West Region,70-80%,0-35,N,0,0,0,3,7,0,120,2.0,45.0,36.0,54.0,-6.0,12.727922061357855,1.0,0
AAA_2014J_442132,442132,AAA,2014J,M,South West Region,20-30%,0-35,N,1,0,0,3,2,0,60,2.0,60.0,56.0,64.0,-3.0,5.656854249492381,1.0,0
AAA_2014J_446108,446108,AAA,2014J,M,South West Region,70-80%,0-35,N,1,0,0,2,7,0,120,2.0,58.0,52.0,64.0,1.5,8.48528137423857,1.0,0
AAA_2014J_447481,447481,AAA,2014J,M,Ireland,70-80%,0-35,N,1,0,0,2,7,0,60,2.0,40.5,27.0,54.0,-6.0,19.091883092036785,1.0,0
AAA_2014J_468120,468120,AAA,2014J,M,West Midlands Region,50-60%,0-35,N,1,0,0,1,5,0,120,2.0,40.0,38.0,42.0,-3.5,2.8284271247461903,1.0,1
AAA_2014J_468694,468694,AAA,2014J,M,South Region,90-100%,0-35,N,1,0,0,2,9,0,120,2.0,64.5,61.0,68.0,0.0,4.949747468305833,1.0,1
AAA_2014J_470588,470588,AAA,2014J,M,South East Region,90-100%,35-55,N,1,1,0,3,9,1,60,2.0,76.0,66.0,86.0,10.0,14.142135623730951,1.0,1
AAA_2014J_470982,470982,AAA,2014J,F,East Anglian Region,20-30%,35-55,N,0,1,0,3,2,1,120,2.0,60.0,60.0,60.0,0.0,0.0,1.0,0
AAA_2014J_476603,476603,AAA,2014J,M,Wales,0-10%,0-35,N,1,0,0,2,0,0,120,2.0,83.5,82.0,85.0,-6.5,2.1213203435596424,1.0,0
AAA_2014J_481022,481022,AAA,2014J,M,East Midlands Region,20-30%,0-35,N,1,0,0,2,2,0,180,2.0,48.5,40.0,57.0,0.0,12.020815280171307,1.0,1
AAA_2014J_483800,483800,AAA,2014J,F,Yorkshire Region,30-40%,0-35,N,0,0,0,2,3,0,120,2.0,68.0,67.0,69.0,0.0,1.4142135623730951,1.0,0
AAA_2014J_484897,484897,AAA,2014J,F,South West Region,90-100%,0-35,N,0,0,0,2,9,0,120,2.0,76.0,74.0,78.0,-5.5,2.8284271247461903,1.0,0
AAA_2014J_485962,485962,AAA,2014J,F,East Anglian Region,70-80%,0-35,N,0,0,0,3,7,0,120,2.0,77.5,72.0,83.0,2.0,7.7781745930520225,1.0,0
AAA_2014J_488382,488382,AAA,2014J,F,London Region,10-20,0-35,N,0,0,0,2,1,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AAA_2014J_488990,488990,AAA,2014J,M,South West Region,80-90%,35-55,N,1,1,0,2,8,0,60,2.0,57.5,53.0,62.0,3.5,6.363961030678928,1.0,0
AAA_2014J_500113,500113,AAA,2014J,M,South East Region,70-80%,0-35,N,1,0,0,2,7,0,120,2.0,68.0,62.0,74.0,-6.5,8.48528137423857,1.0,0
AAA_2014J_503889,503889,AAA,2014J,F,Yorkshire Region,30-40%,0-35,N,0,0,0,2,3,0,60,2.0,62.5,52.0,73.0,0.0,14.849242404917497,1.0,0
AAA_2014J_514526,514526,AAA,2014J,M,London Region,10-20,0-35,Y,1,0,1,1,1,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AAA_2014J_518808,518808,AAA,2014J,F,Scotland,90-100%,0-35,N,0,0,0,3,9,0,60,2.0,68.0,68.0,68.0,-3.5,0.0,1.0,0
AAA_2014J_522482,522482,AAA,2014J,F,Scotland,70-80%,0-35,N,0,0,0,3,7,0,90,1.0,75.0,75.0,75.0,0.0,0.0,0.5,1
AAA_2014J_527100,527100,AAA,2014J,M,West Midlands Region,70-80%,0-35,N,1,0,0,3,7,0,120,2.0,87.5,87.0,88.0,1.0,0.7071067811865476,1.0,0
AAA_2014J_527801,527801,AAA,2014J,M,South West Region,90-100%,35-55,N,1,1,0,1,9,0,120,2.0,47.0,42.0,52.0,-2.0,7.0710678118654755,1.0,1
AAA_2014J_533068,533068,AAA,2014J,M,South Region,90-100%,0-35,N,1,0,0,3,9,0,60,2.0,38.5,36.0,41.0,-10.5,3.5355339059327378,1.0,0
AAA_2014J_537081,537081,AAA,2014J,F,Scotland,10-20,0-35,N,0,0,0,3,1,0,120,2.0,67.0,60.0,74.0,0.5,9.899494936611665,1.0,1
AAA_2014J_544253,544253,AAA,2014J,M,London Region,60-70%,35-55,N,1,1,0,2,6,0,120,2.0,74.0,73.0,75.0,-3.5,1.4142135623730951,1.0,0
AAA_2014J_548120,548120,AAA,2014J,M,London Region,80-90%,0-35,N,1,0,0,3,8,0,60,2.0,76.5,76.0,77.0,0.0,0.7071067811865476,1.0,0
AAA_2014J_561467,561467,AAA,2014J,F,South Region,80-90%,0-35,N,0,0,0,2,8,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AAA_2014J_567922,567922,AAA,2014J,F,North Western Region,50-60%,0-35,N,0,0,0,2,5,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AAA_2014J_569505,569505,AAA,2014J,F,East Midlands Region,60-70%,35-55,N,0,1,0,3,6,0,60,2.0,87.0,85.0,89.0,0.0,2.8284271247461903,1.0,0
